adjudication_row,component,requirement,root_box_id,record_id,freeze_route_kind,freeze_route_status,min_surplus,numeric_clearance_ok,route_status_ok,strict_numeric_required,adjudication_status,adjudication_pass,failure_reason,proof_boundary
95,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20x51.d21y50.d22x31.d23y50.d24x50.d25y31.d26x31,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000763140029101,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
96,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y30.d18y50.d19x31.d20x51.d21y50.d22y50.d23x51.d24y31.d25rho1.d26rho1.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000768544458407,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
97,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y30.d18y50.d19x31.d20y50.d21x50.d22y50.d23x50.d24y31.d25rho1.d26rho1.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000768544458407,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
98,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y30.d18y50.d19rho0.d20y50.d21x50.d22x31.d23y51.d24x50.d25y31.d26x31,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.0007724815433,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
99,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x30.d20rho1.d21y50.d22x50.d23y50.d24x51.d25x31.d26y31.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.00077449579388,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
100,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21y50.d22x50.d23y50.d24x51.d25y30.d26x30.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.00077449579388,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
101,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21y50.d22x50.d23y50.d24x51.d25y30.d26x31.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.00077449579388,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
102,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho1.d20x51.d21y50.d22x31.d23y51.d24x51.d25y30.d26x31.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000776075544265,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
103,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho1.d20y50.d21x50.d22x31.d23y50.d24x51.d25y30.d26x31.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000776717181815,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
104,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20y50.d21x50.d22y51.d23x50.d24y31.d25x31.d26rho1.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000778811578254,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
105,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y30.d18y50.d19x30.d20y50.d21x50.d22y50.d23x51.d24x31.d25y31.d26rho1.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000782562848368,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
106,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x30.d20rho0.d21y50.d22x50.d23y50.d24x51.d25x31.d26y31,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.0007834636923,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
107,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20x51.d21y50.d22x31.d23y50.d24x50.d25y30.d26x31,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.00078672523324,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
108,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho1.d20x51.d21y50.d22x31.d23y50.d24x50.d25y31.d26x31.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000795577299721,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
109,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21x51.d22y50.d23y50.d24x50.d25y30.d26rho1.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000796715703291,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
110,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20y50.d21x50.d22x31.d23y50.d24x51.d25y30.d26x31,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000797451321913,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
111,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x31.d20rho0.d21y50.d22x50.d23y50.d24x50.d25y31.d26rho0.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000802967696189,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
112,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x31.d20rho0.d21x51.d22y50.d23y50.d24x51.d25y31.d26rho0.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000802992958221,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
113,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y30.d18y50.d19rho0.d20x51.d21y50.d22x31.d23y51.d24x51.d25y31.d26x31,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000804228037843,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
114,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho0.d17y31.d18y50.d19x51.d20y50.d21x31.d22y51.d23x50.d24y31.d25rho1.d26x31.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000806272735836,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
115,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y51.d23x50.d24y31.d25x30.d26rho1.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000806272735836,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
116,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho0.d17y30.d18y50.d19y50.d20x50.d21x31.d22y51.d23x51.d24y31.d25rho1.d26x31.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000812385756327,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
117,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho1.d20x51.d21y50.d22x31.d23y50.d24x50.d25y30.d26x31.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000812764276838,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
118,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21x51.d22y50.d23y50.d24x50.d25y30.d26x30.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000812764276838,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
119,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y30.d18y50.d19rho0.d20y50.d21x50.d22x31.d23y51.d24x51.d25y31.d26x31,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.00081658714235,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
120,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20y50.d21x50.d22x31.d23y51.d24x51.d25y30.d26x31,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.00081658714235,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
121,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20y50.d21x50.d22y50.d23x51.d24y30.d25x30.d26rho1.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000817232838169,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
122,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21x51.d22y50.d23y50.d24x50.d25y30.d26x31.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000821584232422,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
123,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y30.d18y50.d19x31.d20y50.d21x50.d22y50.d23x51.d24y31.d25rho1.d26rho1.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000823059029446,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
124,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20y50.d21x50.d22y50.d23x51.d24y30.d25x31.d26rho1.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000823059029446,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
125,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x31.d20y50.d21x50.d22y50.d23x51.d24y30.d25rho1.d26rho1.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000823059029446,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
126,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x31.d20rho0.d21y50.d22x50.d23y50.d24x51.d25y31.d26rho0.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000823059029446,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
127,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21y50.d22x50.d23y50.d24x51.d25y30.d26rho0.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000823059029446,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
128,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho1.d20y50.d21x50.d22x31.d23y51.d24x51.d25y30.d26x31.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000824372898378,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
129,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21x51.d22y50.d23y51.d24x51.d25y30.d26x30.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000826793431501,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
130,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21y50.d22x50.d23y51.d24x50.d25y30.d26x30.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000826793431501,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
131,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y51.d23x50.d24y31.d25x31.d26rho1.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000827818890448,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
132,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho0.d17y31.d18y50.d19y50.d20x50.d21x31.d22y50.d23x51.d24y30.d25rho1.d26x31.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000828940097259,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
133,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho0.d17y31.d18y50.d19y50.d20x50.d21x31.d22y51.d23x51.d24y30.d25rho1.d26x31.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000828940097259,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
134,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21x51.d22y50.d23y51.d24x51.d25y31.d26x31.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000829011258644,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
135,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21y50.d22x50.d23y51.d24x50.d25y31.d26x31.d27rho0,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000829011258644,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
136,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21y50.d22x50.d23y50.d24x51.d25y30.d26rho1.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000832515732871,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
137,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho1.d21y50.d22x50.d23y50.d24x51.d25y30.d26rho0.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000832515732871,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
138,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20x51.d21y50.d22x31.d23y51.d24x50.d25y31.d26x31,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000836372776766,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
139,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x31.d20rho0.d21y50.d22x50.d23y50.d24x50.d25y31.d26rho1.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000837233242748,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
140,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x31.d20rho0.d21x51.d22y50.d23y50.d24x51.d25y31.d26rho1.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.00083736918354,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
141,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y51.d23x51.d24y30.d25x31.d26rho1.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000838199600169,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
142,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20y50.d21x50.d22y51.d23x50.d24y30.d25x31.d26rho1.d27rho1,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000838199600169,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
143,H004,common_source_event_aware_interval_replay_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho1.d21x51.d22y50.d23y50.d24x50.d25y30.d26rho0.d27x30,h004_common_source_event_aware_record_freeze_candidate,frozen_common_source_event_aware_candidate_pending_interval_replay,0.000839500315959,True,True,False,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
